Timestamp,Class,Confidence,Restricted Area Violation
2026-02-10 19:46:53,person,0.867422342300415,Yes
2026-02-10 19:46:55,person,0.934441864490509,Yes
2026-02-10 19:46:58,person,0.9313635230064392,Yes
2026-02-10 19:47:00,person,0.8936297297477722,Yes
2026-02-10 19:47:02,person,0.9236936569213867,Yes
2026-02-10 19:47:04,person,0.9226375818252563,Yes
2026-02-11 11:04:31,person,0.9187831878662109,Yes
2026-02-11 11:04:33,person,0.9108880162239075,Yes
2026-02-11 11:04:35,person,0.6844404339790344,Yes
2026-02-11 11:04:37,person,0.9289531111717224,Yes
2026-02-11 11:04:40,person,0.9185714721679688,Yes
2026-02-11 11:04:42,person,0.9048006534576416,Yes
2026-02-11 11:05:00,person,0.9308927655220032,Yes
2026-02-11 11:05:02,person,0.9064600467681885,Yes
2026-02-11 11:05:04,person,0.9252651333808899,Yes
2026-02-11 11:05:06,person,0.9208813309669495,Yes
2026-02-11 11:05:08,person,0.9238685369491577,Yes
2026-02-11 11:06:35,person,0.915406346321106,Yes
2026-02-11 11:06:37,person,0.9417965412139893,Yes
2026-02-11 11:06:40,person,0.8735145330429077,Yes
2026-02-15 11:45:43,person,0.8590101599693298,Yes
2026-02-15 11:45:45,person,0.9032917022705078,Yes
2026-02-15 11:45:47,person,0.92160964012146,Yes
2026-02-15 11:45:49,person,0.6553322672843933,Yes
2026-02-15 11:45:52,person,0.7858846783638,Yes
2026-02-15 11:45:56,person,0.5237681865692139,Yes
2026-02-15 11:45:58,person,0.609318196773529,Yes
2026-02-15 11:46:00,person,0.6470832824707031,Yes
2026-02-15 11:46:03,person,0.7907882332801819,Yes
2026-02-15 11:46:06,person,0.4888177812099457,Yes
2026-02-15 11:46:08,person,0.6823307275772095,Yes
2026-02-15 11:46:10,person,0.8783982992172241,Yes
2026-02-15 11:46:25,person,0.8944424390792847,Yes
2026-02-15 11:46:34,person,0.8568326234817505,Yes
2026-02-15 11:46:39,person,0.4417455196380615,Yes
2026-02-15 11:46:41,person,0.8803435564041138,Yes
2026-02-15 11:46:43,person,0.9252767562866211,Yes
2026-03-29 16:32:09,person,0.8983377814292908,Yes
2026-03-29 16:32:11,person,0.9240686893463135,Yes
2026-03-29 16:32:14,person,0.9452142119407654,Yes
2026-03-29 16:32:16,person,0.938199520111084,Yes
2026-03-29 16:32:18,person,0.9352425932884216,Yes
2026-03-29 16:32:20,person,0.940788745880127,Yes
2026-03-29 16:32:30,person,0.7468395233154297,Yes
2026-03-29 16:32:33,person,0.903722882270813,Yes
2026-03-29 16:32:35,person,0.9423720836639404,Yes
2026-03-29 16:32:37,person,0.9416287541389465,Yes
2026-03-29 16:32:39,person,0.9442784190177917,Yes
2026-03-29 16:32:41,person,0.9355401992797852,Yes
2026-03-29 16:32:43,person,0.9456368088722229,Yes
2026-03-29 16:32:45,person,0.9458152055740356,Yes
2026-03-29 16:32:47,person,0.9294016361236572,Yes
2026-03-29 16:32:50,person,0.9466925859451294,Yes
2026-03-29 16:32:52,person,0.9534571766853333,Yes
2026-03-29 16:32:54,person,0.9468700885772705,Yes
2026-03-29 16:32:56,person,0.9496850371360779,Yes
2026-03-29 16:32:58,person,0.9390140771865845,Yes
2026-03-29 16:33:05,person,0.8907889723777771,Yes
2026-03-29 16:33:08,person,0.9325369596481323,Yes
2026-03-29 16:33:10,person,0.9377110004425049,Yes
2026-03-29 16:33:12,person,0.9411176443099976,Yes
2026-03-29 16:33:14,person,0.9395206570625305,Yes
2026-03-29 16:33:16,person,0.9377079606056213,Yes
2026-03-29 16:33:18,person,0.9386195540428162,Yes
2026-03-29 16:33:20,person,0.93988436460495,Yes
2026-03-29 16:33:22,person,0.9353729486465454,Yes
2026-03-29 16:33:25,person,0.9394118785858154,Yes
2026-03-29 16:33:27,person,0.9428917169570923,Yes
2026-03-29 16:33:29,person,0.9402511119842529,Yes
2026-03-29 16:33:32,person,0.9389083385467529,Yes
2026-03-29 16:33:34,person,0.9363444447517395,Yes
2026-03-29 16:33:36,person,0.9393516182899475,Yes
2026-03-29 16:33:38,person,0.9360170364379883,Yes
2026-03-29 16:33:41,person,0.920012354850769,Yes
2026-03-29 16:34:02,person,0.7311078310012817,Yes
2026-03-29 16:34:04,person,0.9462113380432129,Yes
2026-03-29 16:34:06,person,0.9381014108657837,Yes
2026-03-29 16:34:08,person,0.9350978136062622,Yes
2026-03-29 16:34:11,person,0.944995641708374,Yes
2026-03-29 16:34:13,person,0.9542744755744934,Yes
2026-03-29 16:34:15,person,0.9505277276039124,Yes
2026-03-29 16:34:17,person,0.9446578621864319,Yes
2026-03-29 16:34:20,person,0.9467847943305969,Yes
2026-03-29 16:34:22,person,0.9388599991798401,Yes
2026-03-29 16:34:24,person,0.9468410015106201,Yes
2026-03-29 16:34:26,person,0.9484072327613831,Yes
2026-03-29 16:34:47,person,0.9068779349327087,Yes
2026-03-29 17:01:53,person,0.9273789525032043,Yes
2026-03-29 17:01:55,person,0.8807883262634277,Yes
2026-04-06 13:30:13,person,0.8183804750442505,Yes
2026-04-07 19:35:59,person,0.8846684098243713,Yes
2026-04-07 19:36:01,person,0.8900734782218933,Yes
2026-04-07 19:36:04,person,0.8662237524986267,Yes
2026-04-07 19:36:06,person,0.9109894633293152,Yes
2026-04-07 19:36:08,person,0.892210066318512,Yes
2026-04-07 19:36:10,person,0.9184192419052124,Yes
2026-04-07 19:36:12,person,0.9390804171562195,Yes
2026-04-07 19:36:14,person,0.9051753282546997,Yes
2026-04-07 19:36:17,person,0.8882784843444824,Yes
2026-04-07 19:36:19,person,0.9119067192077637,Yes
2026-04-07 19:36:21,person,0.9250754117965698,Yes
2026-04-07 19:36:23,person,0.9035977721214294,Yes
2026-04-07 19:36:38,person,0.883271336555481,Yes
2026-04-07 19:36:40,person,0.8980064988136292,Yes
2026-04-07 23:55:40,person,0.8486708998680115,Yes
2026-04-07 23:55:42,person,0.8652230501174927,Yes
2026-04-07 23:55:44,person,0.8678132891654968,Yes
2026-04-07 23:55:46,person,0.9069445133209229,Yes
2026-04-07 23:55:48,person,0.8979009985923767,Yes
2026-04-07 23:55:50,person,0.9423865675926208,Yes
2026-04-07 23:55:52,person,0.9330583810806274,Yes
2026-04-07 23:55:54,person,0.934636116027832,Yes
2026-04-07 23:55:56,person,0.9248407483100891,Yes
2026-04-07 23:55:59,person,0.8730061650276184,Yes
2026-04-07 23:56:01,person,0.8641219139099121,Yes
2026-04-07 23:56:03,person,0.8190054893493652,Yes
2026-04-07 23:56:05,person,0.8579573035240173,Yes
2026-04-07 23:56:07,person,0.903276801109314,Yes
2026-04-07 23:56:09,person,0.9069139957427979,Yes
2026-04-07 23:56:11,person,0.9145699739456177,Yes
2026-04-07 23:56:13,person,0.9194411635398865,Yes
2026-04-07 23:56:15,person,0.9232766032218933,Yes
